,state,county,tract,rfgrp,prednum,prednum_moe,predrt,predrt_moe,stname,STABREV,ctname,popuni
132367,34,31,124200,1-2RF,4821,741.7,65.16,10.02,New Jersey,NJ,"Passaic County, NJ",7399
132368,34,31,124200,3PLRF,2578,741.7,34.84,10.02,New Jersey,NJ,"Passaic County, NJ",7399
132369,34,31,124311,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4724
132370,34,31,124311,1-2RF,3110,506.0,65.83,10.71,New Jersey,NJ,"Passaic County, NJ",4724
132371,34,31,124311,3PLRF,1614,506.0,34.17,10.71,New Jersey,NJ,"Passaic County, NJ",4724
132372,34,31,124312,0RF,1320,385.5,34.97,10.21,New Jersey,NJ,"Passaic County, NJ",3775
132373,34,31,124312,1-2RF,1813,429.8,48.03,11.39,New Jersey,NJ,"Passaic County, NJ",3775
132374,34,31,124312,3PLRF,642,379.4,17.01,10.05,New Jersey,NJ,"Passaic County, NJ",3775
132375,34,31,124321,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5783
132376,34,31,124321,1-2RF,3271,692.6,56.56,11.98,New Jersey,NJ,"Passaic County, NJ",5783
132377,34,31,124321,3PLRF,2512,692.6,43.44,11.98,New Jersey,NJ,"Passaic County, NJ",5783
132378,34,31,124322,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4254
132379,34,31,124322,1-2RF,2797,441.4,65.75,10.38,New Jersey,NJ,"Passaic County, NJ",4254
132380,34,31,124322,3PLRF,1457,441.4,34.25,10.38,New Jersey,NJ,"Passaic County, NJ",4254
132381,34,31,124323,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2839
132382,34,31,124323,1-2RF,1907,337.0,67.17,11.87,New Jersey,NJ,"Passaic County, NJ",2839
132383,34,31,124323,3PLRF,932,337.0,32.83,11.87,New Jersey,NJ,"Passaic County, NJ",2839
132384,34,31,124401,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",6496
132385,34,31,124401,1-2RF,4847,636.1,74.62,9.79,New Jersey,NJ,"Passaic County, NJ",6496
132386,34,31,124401,3PLRF,1649,636.1,25.38,9.79,New Jersey,NJ,"Passaic County, NJ",6496
132387,34,31,124402,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5236
132388,34,31,124402,1-2RF,3649,604.9,69.69,11.55,New Jersey,NJ,"Passaic County, NJ",5236
132389,34,31,124402,3PLRF,1587,604.9,30.31,11.55,New Jersey,NJ,"Passaic County, NJ",5236
132390,34,31,124500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7027
132391,34,31,124500,1-2RF,4888,812.0,69.56,11.56,New Jersey,NJ,"Passaic County, NJ",7027
132392,34,31,124500,3PLRF,2139,812.0,30.44,11.56,New Jersey,NJ,"Passaic County, NJ",7027
132393,34,31,124601,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4427
132394,34,31,124601,1-2RF,2625,510.1,59.3,11.52,New Jersey,NJ,"Passaic County, NJ",4427
132395,34,31,124601,3PLRF,1802,510.1,40.7,11.52,New Jersey,NJ,"Passaic County, NJ",4427
132396,34,31,124602,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4945
132397,34,31,124602,1-2RF,3463,555.8,70.03,11.24,New Jersey,NJ,"Passaic County, NJ",4945
132398,34,31,124602,3PLRF,1482,555.8,29.97,11.24,New Jersey,NJ,"Passaic County, NJ",4945
132399,34,31,124700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",6895
132400,34,31,124700,1-2RF,4658,770.8,67.56,11.18,New Jersey,NJ,"Passaic County, NJ",6895
132401,34,31,124700,3PLRF,2237,770.8,32.44,11.18,New Jersey,NJ,"Passaic County, NJ",6895
132402,34,31,124800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4514
132403,34,31,124800,1-2RF,3262,493.6,72.26,10.93,New Jersey,NJ,"Passaic County, NJ",4514
132404,34,31,124800,3PLRF,1252,493.6,27.74,10.93,New Jersey,NJ,"Passaic County, NJ",4514
132405,34,31,124900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5261
132406,34,31,124900,1-2RF,3613,565.3,68.68,10.75,New Jersey,NJ,"Passaic County, NJ",5261
132407,34,31,124900,3PLRF,1648,565.3,31.32,10.75,New Jersey,NJ,"Passaic County, NJ",5261
132408,34,31,125000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",6779
132409,34,31,125000,1-2RF,4546,755.4,67.06,11.14,New Jersey,NJ,"Passaic County, NJ",6779
132410,34,31,125000,3PLRF,2233,755.4,32.94,11.14,New Jersey,NJ,"Passaic County, NJ",6779
132411,34,31,125100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3952
132412,34,31,125100,1-2RF,2000,500.9,50.61,12.67,New Jersey,NJ,"Passaic County, NJ",3952
132413,34,31,125100,3PLRF,1952,500.9,49.39,12.67,New Jersey,NJ,"Passaic County, NJ",3952
132414,34,31,133701,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5467
132415,34,31,133701,1-2RF,3929,603.2,71.87,11.03,New Jersey,NJ,"Passaic County, NJ",5467
132416,34,31,133701,3PLRF,1538,603.2,28.13,11.03,New Jersey,NJ,"Passaic County, NJ",5467
132417,34,31,133702,0RF,747,318.1,25.3,10.77,New Jersey,NJ,"Passaic County, NJ",2953
132418,34,31,133702,1-2RF,1646,362.7,55.74,12.28,New Jersey,NJ,"Passaic County, NJ",2953
132419,34,31,133702,3PLRF,560,314.9,18.96,10.66,New Jersey,NJ,"Passaic County, NJ",2953
132420,34,31,143200,0RF,2719,672.1,43.83,10.83,New Jersey,NJ,"Passaic County, NJ",6204
132421,34,31,143200,1-2RF,2432,719.6,39.2,11.6,New Jersey,NJ,"Passaic County, NJ",6204
132422,34,31,143200,3PLRF,1053,592.1,16.97,9.54,New Jersey,NJ,"Passaic County, NJ",6204
132423,34,31,143300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5315
132424,34,31,143300,1-2RF,3691,593.6,69.44,11.17,New Jersey,NJ,"Passaic County, NJ",5315
132425,34,31,143300,3PLRF,1624,593.6,30.56,11.17,New Jersey,NJ,"Passaic County, NJ",5315
132426,34,31,143400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",6113
132427,34,31,143400,1-2RF,4058,656.7,66.38,10.74,New Jersey,NJ,"Passaic County, NJ",6113
132428,34,31,143400,3PLRF,2055,656.7,33.62,10.74,New Jersey,NJ,"Passaic County, NJ",6113
132429,34,31,154001,0RF,1833,453.8,43.01,10.65,New Jersey,NJ,"Passaic County, NJ",4262
132430,34,31,154001,1-2RF,1662,490.7,39.0,11.51,New Jersey,NJ,"Passaic County, NJ",4262
132431,34,31,154001,3PLRF,767,413.2,18.0,9.69,New Jersey,NJ,"Passaic County, NJ",4262
132432,34,31,154002,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",6219
132433,34,31,154002,1-2RF,4523,669.7,72.73,10.77,New Jersey,NJ,"Passaic County, NJ",6219
132434,34,31,154002,3PLRF,1696,669.7,27.27,10.77,New Jersey,NJ,"Passaic County, NJ",6219
132435,34,31,163500,0RF,3029,799.5,38.72,10.22,New Jersey,NJ,"Passaic County, NJ",7822
132436,34,31,163500,1-2RF,2513,872.1,32.13,11.15,New Jersey,NJ,"Passaic County, NJ",7822
132437,34,31,163500,3PLRF,2280,756.9,29.15,9.68,New Jersey,NJ,"Passaic County, NJ",7822
132438,34,31,175200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5948
132439,34,31,175200,1-2RF,2899,709.4,48.74,11.93,New Jersey,NJ,"Passaic County, NJ",5948
132440,34,31,175200,3PLRF,3049,709.4,51.26,11.93,New Jersey,NJ,"Passaic County, NJ",5948
132441,34,31,175301,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3992
132442,34,31,175301,1-2RF,2420,426.4,60.62,10.68,New Jersey,NJ,"Passaic County, NJ",3992
132443,34,31,175301,3PLRF,1572,426.4,39.38,10.68,New Jersey,NJ,"Passaic County, NJ",3992
132444,34,31,175302,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5061
132445,34,31,175302,1-2RF,3574,597.4,70.62,11.8,New Jersey,NJ,"Passaic County, NJ",5061
132446,34,31,175302,3PLRF,1487,597.4,29.38,11.8,New Jersey,NJ,"Passaic County, NJ",5061
132447,34,31,175401,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",6180
132448,34,31,175401,1-2RF,3930,671.1,63.59,10.86,New Jersey,NJ,"Passaic County, NJ",6180
132449,34,31,175401,3PLRF,2250,671.1,36.41,10.86,New Jersey,NJ,"Passaic County, NJ",6180
132450,34,31,175402,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5369
132451,34,31,175402,1-2RF,3556,646.7,66.23,12.05,New Jersey,NJ,"Passaic County, NJ",5369
132452,34,31,175402,3PLRF,1813,646.7,33.77,12.05,New Jersey,NJ,"Passaic County, NJ",5369
132453,34,31,175500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",8122
132454,34,31,175500,1-2RF,4821,853.9,59.36,10.51,New Jersey,NJ,"Passaic County, NJ",8122
132455,34,31,175500,3PLRF,3301,853.9,40.64,10.51,New Jersey,NJ,"Passaic County, NJ",8122
132456,34,31,175601,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2305
132457,34,31,175601,1-2RF,1812,219.1,78.61,9.51,New Jersey,NJ,"Passaic County, NJ",2305
132458,34,31,175601,3PLRF,493,219.1,21.39,9.51,New Jersey,NJ,"Passaic County, NJ",2305
132459,34,31,175602,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7023
132460,34,31,175602,1-2RF,3828,854.8,54.51,12.17,New Jersey,NJ,"Passaic County, NJ",7023
132461,34,31,175602,3PLRF,3195,854.8,45.49,12.17,New Jersey,NJ,"Passaic County, NJ",7023
132462,34,31,175701,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5597
132463,34,31,175701,1-2RF,3208,607.5,57.32,10.85,New Jersey,NJ,"Passaic County, NJ",5597
132464,34,31,175701,3PLRF,2389,607.5,42.68,10.85,New Jersey,NJ,"Passaic County, NJ",5597
132465,34,31,175703,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4570
132466,34,31,175703,1-2RF,3014,503.4,65.95,11.02,New Jersey,NJ,"Passaic County, NJ",4570
132467,34,31,175703,3PLRF,1556,503.4,34.05,11.02,New Jersey,NJ,"Passaic County, NJ",4570
132468,34,31,175704,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3933
132469,34,31,175704,1-2RF,2556,436.2,64.99,11.09,New Jersey,NJ,"Passaic County, NJ",3933
132470,34,31,175704,3PLRF,1377,436.2,35.01,11.09,New Jersey,NJ,"Passaic County, NJ",3933
132471,34,31,175801,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4698
132472,34,31,175801,1-2RF,2161,570.0,46.0,12.13,New Jersey,NJ,"Passaic County, NJ",4698
132473,34,31,175801,3PLRF,2537,570.0,54.0,12.13,New Jersey,NJ,"Passaic County, NJ",4698
132474,34,31,175802,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",8278
132475,34,31,175802,1-2RF,4735,815.2,57.2,9.85,New Jersey,NJ,"Passaic County, NJ",8278
132476,34,31,175802,3PLRF,3543,815.2,42.8,9.85,New Jersey,NJ,"Passaic County, NJ",8278
132477,34,31,175900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4141
132478,34,31,175900,1-2RF,2330,488.0,56.27,11.78,New Jersey,NJ,"Passaic County, NJ",4141
132479,34,31,175900,3PLRF,1811,488.0,43.73,11.78,New Jersey,NJ,"Passaic County, NJ",4141
132480,34,31,180100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7985
132481,34,31,180100,1-2RF,5397,899.0,67.59,11.26,New Jersey,NJ,"Passaic County, NJ",7985
132482,34,31,180100,3PLRF,2588,899.0,32.41,11.26,New Jersey,NJ,"Passaic County, NJ",7985
132483,34,31,180201,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3583
132484,34,31,180201,1-2RF,2384,412.6,66.54,11.52,New Jersey,NJ,"Passaic County, NJ",3583
132485,34,31,180201,3PLRF,1199,412.6,33.46,11.52,New Jersey,NJ,"Passaic County, NJ",3583
132486,34,31,180202,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7855
132487,34,31,180202,1-2RF,3611,772.6,45.97,9.84,New Jersey,NJ,"Passaic County, NJ",7855
132488,34,31,180202,3PLRF,4244,772.6,54.03,9.84,New Jersey,NJ,"Passaic County, NJ",7855
132489,34,31,180300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7268
132490,34,31,180300,1-2RF,4236,925.3,58.28,12.73,New Jersey,NJ,"Passaic County, NJ",7268
132491,34,31,180300,3PLRF,3032,925.3,41.72,12.73,New Jersey,NJ,"Passaic County, NJ",7268
132492,34,31,180600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4490
132493,34,31,180600,1-2RF,2586,524.3,57.59,11.68,New Jersey,NJ,"Passaic County, NJ",4490
132494,34,31,180600,3PLRF,1904,524.3,42.41,11.68,New Jersey,NJ,"Passaic County, NJ",4490
132495,34,31,180700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2774
132496,34,31,180700,1-2RF,1463,339.0,52.74,12.22,New Jersey,NJ,"Passaic County, NJ",2774
132497,34,31,180700,3PLRF,1311,339.0,47.26,12.22,New Jersey,NJ,"Passaic County, NJ",2774
132498,34,31,180800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2604
132499,34,31,180800,1-2RF,1455,319.0,55.88,12.25,New Jersey,NJ,"Passaic County, NJ",2604
132500,34,31,180800,3PLRF,1149,319.0,44.12,12.25,New Jersey,NJ,"Passaic County, NJ",2604
132501,34,31,180900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3801
132502,34,31,180900,1-2RF,2030,468.8,53.41,12.33,New Jersey,NJ,"Passaic County, NJ",3801
132503,34,31,180900,3PLRF,1771,468.8,46.59,12.33,New Jersey,NJ,"Passaic County, NJ",3801
132504,34,31,181000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5735
132505,34,31,181000,1-2RF,3446,693.8,60.09,12.1,New Jersey,NJ,"Passaic County, NJ",5735
132506,34,31,181000,3PLRF,2289,693.8,39.91,12.1,New Jersey,NJ,"Passaic County, NJ",5735
132507,34,31,181100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7415
132508,34,31,181100,1-2RF,4167,974.0,56.2,13.14,New Jersey,NJ,"Passaic County, NJ",7415
132509,34,31,181100,3PLRF,3248,974.0,43.8,13.14,New Jersey,NJ,"Passaic County, NJ",7415
132510,34,31,181200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4222
132511,34,31,181200,1-2RF,2582,505.0,61.16,11.96,New Jersey,NJ,"Passaic County, NJ",4222
132512,34,31,181200,3PLRF,1640,505.0,38.84,11.96,New Jersey,NJ,"Passaic County, NJ",4222
132513,34,31,181300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5326
132514,34,31,181300,1-2RF,3459,667.1,64.95,12.53,New Jersey,NJ,"Passaic County, NJ",5326
132515,34,31,181300,3PLRF,1867,667.1,35.05,12.53,New Jersey,NJ,"Passaic County, NJ",5326
132516,34,31,181400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3242
132517,34,31,181400,1-2RF,2064,432.6,63.66,13.34,New Jersey,NJ,"Passaic County, NJ",3242
132518,34,31,181400,3PLRF,1178,432.6,36.34,13.34,New Jersey,NJ,"Passaic County, NJ",3242
132519,34,31,181500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2575
132520,34,31,181500,1-2RF,1443,297.7,56.04,11.56,New Jersey,NJ,"Passaic County, NJ",2575
132521,34,31,181500,3PLRF,1132,297.7,43.96,11.56,New Jersey,NJ,"Passaic County, NJ",2575
132522,34,31,181702,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3178
132523,34,31,181702,1-2RF,1412,416.6,44.43,13.11,New Jersey,NJ,"Passaic County, NJ",3178
132524,34,31,181702,3PLRF,1766,416.6,55.57,13.11,New Jersey,NJ,"Passaic County, NJ",3178
132525,34,31,181800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3125
132526,34,31,181800,1-2RF,1637,378.0,52.38,12.1,New Jersey,NJ,"Passaic County, NJ",3125
132527,34,31,181800,3PLRF,1488,378.0,47.62,12.1,New Jersey,NJ,"Passaic County, NJ",3125
132528,34,31,181900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5096
132529,34,31,181900,1-2RF,3055,584.5,59.95,11.47,New Jersey,NJ,"Passaic County, NJ",5096
132530,34,31,181900,3PLRF,2041,584.5,40.05,11.47,New Jersey,NJ,"Passaic County, NJ",5096
132531,34,31,182000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",1884
132532,34,31,182000,1-2RF,1054,249.2,55.94,13.23,New Jersey,NJ,"Passaic County, NJ",1884
132533,34,31,182000,3PLRF,830,249.2,44.06,13.23,New Jersey,NJ,"Passaic County, NJ",1884
132534,34,31,182100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3899
132535,34,31,182100,1-2RF,2492,496.5,63.91,12.73,New Jersey,NJ,"Passaic County, NJ",3899
132536,34,31,182100,3PLRF,1407,496.5,36.09,12.73,New Jersey,NJ,"Passaic County, NJ",3899
132537,34,31,182200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3719
132538,34,31,182200,1-2RF,1970,429.7,52.97,11.55,New Jersey,NJ,"Passaic County, NJ",3719
132539,34,31,182200,3PLRF,1749,429.7,47.03,11.55,New Jersey,NJ,"Passaic County, NJ",3719
132540,34,31,182301,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",1821
132541,34,31,182301,1-2RF,1047,253.0,57.5,13.89,New Jersey,NJ,"Passaic County, NJ",1821
132542,34,31,182301,3PLRF,774,253.0,42.5,13.89,New Jersey,NJ,"Passaic County, NJ",1821
132543,34,31,182302,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",6663
132544,34,31,182302,1-2RF,4165,709.8,62.51,10.65,New Jersey,NJ,"Passaic County, NJ",6663
132545,34,31,182302,3PLRF,2498,709.8,37.49,10.65,New Jersey,NJ,"Passaic County, NJ",6663
132546,34,31,182400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5990
132547,34,31,182400,1-2RF,3358,685.5,56.06,11.44,New Jersey,NJ,"Passaic County, NJ",5990
132548,34,31,182400,3PLRF,2632,685.5,43.94,11.44,New Jersey,NJ,"Passaic County, NJ",5990
132549,34,31,182500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7536
132550,34,31,182500,1-2RF,4782,879.4,63.46,11.67,New Jersey,NJ,"Passaic County, NJ",7536
132551,34,31,182500,3PLRF,2754,879.4,36.54,11.67,New Jersey,NJ,"Passaic County, NJ",7536
132552,34,31,182600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",5533
132553,34,31,182600,1-2RF,3873,642.5,70.0,11.61,New Jersey,NJ,"Passaic County, NJ",5533
132554,34,31,182600,3PLRF,1660,642.5,30.0,11.61,New Jersey,NJ,"Passaic County, NJ",5533
132555,34,31,182700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7484
132556,34,31,182700,1-2RF,4037,813.7,53.94,10.87,New Jersey,NJ,"Passaic County, NJ",7484
132557,34,31,182700,3PLRF,3447,813.7,46.06,10.87,New Jersey,NJ,"Passaic County, NJ",7484
132558,34,31,182800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4334
132559,34,31,182800,1-2RF,2045,566.3,47.19,13.07,New Jersey,NJ,"Passaic County, NJ",4334
132560,34,31,182800,3PLRF,2289,566.3,52.81,13.07,New Jersey,NJ,"Passaic County, NJ",4334
132561,34,31,182900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2258
132562,34,31,182900,1-2RF,1209,289.8,53.54,12.83,New Jersey,NJ,"Passaic County, NJ",2258
132563,34,31,182900,3PLRF,1049,289.8,46.46,12.83,New Jersey,NJ,"Passaic County, NJ",2258
132564,34,31,183000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",7669
132565,34,31,183000,1-2RF,5229,828.9,68.18,10.81,New Jersey,NJ,"Passaic County, NJ",7669
132566,34,31,183000,3PLRF,2440,828.9,31.82,10.81,New Jersey,NJ,"Passaic County, NJ",7669
132567,34,31,183101,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3244
132568,34,31,183101,1-2RF,2318,343.7,71.45,10.59,New Jersey,NJ,"Passaic County, NJ",3244
132569,34,31,183101,3PLRF,926,343.7,28.55,10.59,New Jersey,NJ,"Passaic County, NJ",3244
132570,34,31,183102,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",4786
132571,34,31,183102,1-2RF,3347,553.0,69.93,11.55,New Jersey,NJ,"Passaic County, NJ",4786
132572,34,31,183102,3PLRF,1439,553.0,30.07,11.55,New Jersey,NJ,"Passaic County, NJ",4786
132573,34,31,183200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2508
132574,34,31,183200,1-2RF,976,324.0,38.92,12.92,New Jersey,NJ,"Passaic County, NJ",2508
132575,34,31,183200,3PLRF,1532,324.0,61.08,12.92,New Jersey,NJ,"Passaic County, NJ",2508
132576,34,31,196401,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",3806
132577,34,31,196401,1-2RF,2434,404.3,63.95,10.62,New Jersey,NJ,"Passaic County, NJ",3806
132578,34,31,196401,3PLRF,1372,404.3,36.05,10.62,New Jersey,NJ,"Passaic County, NJ",3806
132579,34,31,196402,0RF,1980,691.2,30.54,10.66,New Jersey,NJ,"Passaic County, NJ",6484
132580,34,31,196402,1-2RF,3158,730.7,48.7,11.27,New Jersey,NJ,"Passaic County, NJ",6484
132581,34,31,196402,3PLRF,1346,593.1,20.76,9.15,New Jersey,NJ,"Passaic County, NJ",6484
132582,34,31,203600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",6051
132583,34,31,203600,1-2RF,4346,685.2,71.82,11.32,New Jersey,NJ,"Passaic County, NJ",6051
132584,34,31,203600,3PLRF,1705,685.2,28.18,11.32,New Jersey,NJ,"Passaic County, NJ",6051
132585,34,31,216701,0RF,2735,562.1,46.35,9.53,New Jersey,NJ,"Passaic County, NJ",5901
132586,34,31,216701,1-2RF,2300,558.9,38.98,9.47,New Jersey,NJ,"Passaic County, NJ",5901
132587,34,31,216701,3PLRF,866,397.1,14.68,6.73,New Jersey,NJ,"Passaic County, NJ",5901
132588,34,31,216702,0RF,2653,482.7,51.59,9.39,New Jersey,NJ,"Passaic County, NJ",5142
132589,34,31,216702,1-2RF,1821,479.6,35.41,9.33,New Jersey,NJ,"Passaic County, NJ",5142
132590,34,31,216702,3PLRF,668,329.9,12.99,6.42,New Jersey,NJ,"Passaic County, NJ",5142
132591,34,31,223801,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2740
132592,34,31,223801,1-2RF,2048,323.0,74.74,11.79,New Jersey,NJ,"Passaic County, NJ",2740
132593,34,31,223801,3PLRF,692,323.0,25.26,11.79,New Jersey,NJ,"Passaic County, NJ",2740
132594,34,31,223802,0RF,2326,702.6,32.51,9.82,New Jersey,NJ,"Passaic County, NJ",7155
132595,34,31,223802,1-2RF,3247,776.3,45.38,10.85,New Jersey,NJ,"Passaic County, NJ",7155
132596,34,31,223802,3PLRF,1582,678.8,22.11,9.49,New Jersey,NJ,"Passaic County, NJ",7155
132597,34,31,223900,0RF,106,59.5,27.32,15.34,New Jersey,NJ,"Passaic County, NJ",388
132598,34,31,223900,1-2RF,166,64.0,42.78,16.49,New Jersey,NJ,"Passaic County, NJ",388
132599,34,31,223900,3PLRF,116,49.8,29.9,12.84,New Jersey,NJ,"Passaic County, NJ",388
132600,34,31,236601,0RF,1340,413.8,33.61,10.38,New Jersey,NJ,"Passaic County, NJ",3987
132601,34,31,236601,1-2RF,1537,442.6,38.55,11.1,New Jersey,NJ,"Passaic County, NJ",3987
132602,34,31,236601,3PLRF,1110,387.2,27.84,9.71,New Jersey,NJ,"Passaic County, NJ",3987
132603,34,31,236602,0RF,2121,607.1,33.75,9.66,New Jersey,NJ,"Passaic County, NJ",6285
132604,34,31,236602,1-2RF,2675,615.0,42.56,9.79,New Jersey,NJ,"Passaic County, NJ",6285
132605,34,31,236602,3PLRF,1489,495.3,23.69,7.88,New Jersey,NJ,"Passaic County, NJ",6285
132606,34,31,246001,0RF,1269,412.0,28.72,9.32,New Jersey,NJ,"Passaic County, NJ",4419
132607,34,31,246001,1-2RF,2185,458.9,49.45,10.38,New Jersey,NJ,"Passaic County, NJ",4419
132608,34,31,246001,3PLRF,965,410.7,21.84,9.29,New Jersey,NJ,"Passaic County, NJ",4419
132609,34,31,246002,0RF,1121,267.2,39.64,9.45,New Jersey,NJ,"Passaic County, NJ",2828
132610,34,31,246002,1-2RF,1024,270.0,36.21,9.55,New Jersey,NJ,"Passaic County, NJ",2828
132611,34,31,246002,3PLRF,683,228.9,24.15,8.09,New Jersey,NJ,"Passaic County, NJ",2828
132612,34,31,246003,0RF,1938,526.8,36.66,9.96,New Jersey,NJ,"Passaic County, NJ",5287
132613,34,31,246003,1-2RF,2516,569.1,47.59,10.76,New Jersey,NJ,"Passaic County, NJ",5287
132614,34,31,246003,3PLRF,833,475.6,15.76,9.0,New Jersey,NJ,"Passaic County, NJ",5287
132615,34,31,246101,0RF,3030,614.5,49.88,10.12,New Jersey,NJ,"Passaic County, NJ",6074
132616,34,31,246101,1-2RF,2091,673.5,34.43,11.09,New Jersey,NJ,"Passaic County, NJ",6074
132617,34,31,246101,3PLRF,953,582.5,15.69,9.59,New Jersey,NJ,"Passaic County, NJ",6074
132618,34,31,246102,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Passaic County, NJ",2667
132619,34,31,246102,1-2RF,2092,314.7,78.44,11.8,New Jersey,NJ,"Passaic County, NJ",2667
132620,34,31,246102,3PLRF,575,314.7,21.56,11.8,New Jersey,NJ,"Passaic County, NJ",2667
132621,34,31,246103,0RF,1957,633.3,31.99,10.35,New Jersey,NJ,"Passaic County, NJ",6117
132622,34,31,246103,1-2RF,2961,687.1,48.41,11.23,New Jersey,NJ,"Passaic County, NJ",6117
132623,34,31,246103,3PLRF,1199,586.3,19.6,9.58,New Jersey,NJ,"Passaic County, NJ",6117
132624,34,31,246104,0RF,973,304.7,33.26,10.42,New Jersey,NJ,"Passaic County, NJ",2925
